pluri_rep1	pluri_rep2	pluri_rep3	pluri_rep4	pluri_rep5	pluri_rep6
Cenpl	155	89	42	37	57	59
Klhl20	97	66	27	28	43	42
Ankrd45	68	51	29	32	35	28
Prdx6	4718	3021	1523	1566	1854	1801
Suco	433	285	127	152	154	140
Pigc	23	12	7	4	8	10
Dnm3	4	1	2	0	1	1
Dnm3os	1	0	1	1	0	0
Mettl13	130	69	49	39	44	47
Vamp4	119	90	35	36	51	39
Prrc2c	5561	3645	1841	1922	2021	2178
Fmo1	0	0	0	1	1	0
Fmo2	0	0	0	0	0	0
Prrx1	3	2	1	1	1	1
Gm26523	0	0	0	0	0	0
Gorab	100	85	26	37	38	35
Kifap3	448	336	158	159	197	167
Scyl3	61	43	18	19	17	23
BC055324	216	152	78	78	62	91
Mettl18	75	57	22	33	34	38
Sele	0	0	0	0	0	0
F5	0	1	0	1	2	1
Slc19a2	148	114	56	53	57	58
Ccdc181	57	47	27	20	30	27
Blzf1	176	126	47	58	62	60
Nme7	363	219	129	147	160	138
Atp1b1	869	551	325	346	378	353
Dpt	0	0	0	0	0	0
Sft2d2	92	57	33	24	36	38
Tiprl	846	535	287	277	282	313
Gpr161	7	7	4	3	4	1
Dcaf6	48	47	17	23	28	16
Mpc2	672	401	193	204	198	218
Adcy10	1	2	2	0	1	1
Mpzl1	329	217	117	96	120	123
Rcsd1	11	13	1	4	2	3
Creg1	533	366	225	235	232	259
Cd247	1	0	1	0	0	1
Pou2f1	397	272	151	171	146	173
Dusp27	143	116	54	44	61	82
Gpa33	165	101	61	51	66	63
Mael	144	99	46	37	49	58
Ildr2	6	4	1	3	3	1
Gm15853	0	0	1	1	3	0
Tada1	48	34	24	18	12	19
Pogk	11	6	2	2	1	3
Fam78b	1	2	0	1	2	0
Uck2	1236	753	462	458	467	507
Tmco1	508	296	165	163	171	187
Aldh9a1	424	245	133	140	134	157
Mgst3	294	157	89	95	94	91
Rxrg	1	1	0	1	6	2
Lmx1a	2	4	0	1	0	0
Pbx1	91	62	34	33	27	21
Nuf2	232	133	62	77	90	77
Rgs5	4	2	0	1	2	3
Rgs4	3	1	1	1	0	0
Ccdc190	0	0	0	0	0	0
Hsd17b7	76	48	29	26	30	29
X3110045C21Rik	22	16	6	2	8	6
Ddr2	5	5	1	2	5	3
Uap1	296	163	89	66	81	97
Gm37748	2	1	1	0	1	0
Uhmk1	85	62	35	32	27	42
X4930500M09Rik	0	1	1	0	0	1
Gm7694	2	3	1	1	0	2
Nos1ap	25	16	5	11	6	7
Olfml2b	11	6	2	3	2	0
Atf6	167	109	64	56	73	75
Dusp12	235	165	84	99	109	80
Gm26620	21	21	9	10	14	8
Fcgr3	3	2	0	3	0	4
Cfap126	18	9	6	9	7	12
Sdhc	635	406	218	243	238	243
Mpz	1	1	0	0	0	0
Pcp4l1	16	11	3	6	5	2
Tomm40l	67	51	28	30	26	24
Apoa2	554	385	152	172	213	212
Fcer1g	15	4	3	3	2	4
Ndufs2	1613	1077	515	554	642	626
Adamts4	2	1	2	1	0	2
B4galt3	150	86	41	54	55	66
Ppox	65	32	20	20	31	27
Usp21	103	67	53	53	49	49
Ufc1	968	611	306	326	340	363
Gm20045	83	29	31	35	21	13
Dedd	143	104	62	59	71	65
Nit1	228	151	85	86	82	87
Pfdn2	3555	2184	1065	1146	1268	1184
Klhdc9	9	9	1	5	7	3
Nectin4	12	9	3	6	9	10
Arhgap30	22	17	9	9	6	9
Usf1	404	238	116	111	156	127
Tstd1	25	24	14	15	18	11
Gm26641	4	1	1	3	2	2
F11r	86	57	34	24	43	52
B930036N10Rik	120	110	33	47	42	57
Alyref2	63	48	29	27	51	37
Cd84	4	0	1	0	0	3
Gm37065	0	1	0	0	2	0
Vangl2	142	97	39	39	61	52
Ncstn	115	72	42	32	36	37
Copa	639	426	192	212	235	227
Pex19	341	231	99	109	101	133
Dcaf8	768	552	274	272	263	243
Pea15a	40	31	12	16	14	22
Casq1	8	4	3	4	2	0
Igsf8	237	168	83	69	90	79
Atp1a2	45	37	15	33	19	24
Kcnj9	0	3	0	1	0	0
Kcnj10	2	0	0	0	1	0
Pigm	76	36	30	32	22	21
Igsf9	18	8	6	9	7	8
Tagln2	864	570	285	331	442	347
Cfap45	12	2	6	2	5	5
Dusp23	25	13	9	11	9	8
Ackr1	2	1	1	0	0	0
Cadm3	2	1	1	1	1	0
Aim2	343	264	148	124	171	150
Ifi204	1	0	0	0	0	0
Mndal	1	0	0	0	1	1
Ifi203	0	1	0	0	1	0
Ifi202b	1	0	0	0	1	0
Spta1	46	20	11	5	13	8
Fmn2	31	19	20	11	9	17
Grem2	0	0	0	0	0	0
Rgs7	1	4	2	2	1	1
Fh1	842	535	269	263	320	290
Opn3	7	6	2	4	1	3
Chml	45	26	15	16	16	6
Exo1	429	285	132	166	175	164
Pld5	1	0	0	1	0	0
Rbm8a2	21	8	4	7	5	8
Cep170	243	157	72	73	105	74
Sdccag8	51	38	8	19	11	28
Akt3	108	74	45	28	28	39
Gm26801	1	0	0	0	0	0
Zbtb18	49	32	18	23	20	21
X1700016C15Rik	0	0	0	0	0	0
Adss	1585	1046	516	515	553	542
Desi2	586	388	169	159	221	209
B230369F24Rik	17	23	16	13	4	15
Cox20	175	154	83	91	82	87
Hnrnpu	8828	5182	3061	2981	2920	3148
Efcab2	125	76	29	37	39	43
Kif26b	4	4	2	2	3	2
Smyd3	349	221	92	106	111	106
Tfb2m	234	152	87	77	94	90
Cnst	56	43	24	22	26	27
Sccpdh	339	233	81	93	117	109
Ahctf1	874	639	292	306	303	321
Cdc42bpa	133	109	61	38	44	58
Coq8a	56	26	22	18	23	21
Psen2	101	78	31	43	52	44
Itpkb	5	6	2	1	1	1
Stum	0	1	0	0	0	1
Parp1	3785	2673	1193	1285	1245	1393
Lin9	212	145	76	76	71	60
Mixl1	1	3	1	1	3	1
Acbd3	596	425	188	209	234	187
Gm37768	0	0	0	1	0	0
H3f3a	9009	5500	2567	2728	3022	2815
Gm17275	2	3	1	1	2	0
H3f3aos	12	7	6	3	7	1
Sde2	1481	854	473	486	569	562
Lefty2	622	456	268	274	261	261
Pycr2	1155	709	406	434	539	506
Lefty1	864	643	361	303	421	368
Tmem63a	36	19	7	11	9	11
Ephx1	41	33	19	11	24	22
Nvl	724	461	257	228	263	289
Cnih4	1936	1363	653	720	799	763
Wdr26	736	452	174	203	225	246
A430110L20Rik	3	0	0	0	0	1
Cnih3	0	0	0	0	0	0
Dnah14	5	3	6	0	4	0
Lbr	1009	763	361	346	324	353
Enah	2949	1875	1109	1169	1065	1121
Srp9	2768	1618	815	836	960	916
Degs1	608	373	184	160	244	215
Fbxo28	317	214	74	90	118	116
Trp53bp2	244	158	67	73	87	83
Capn2	35	41	10	12	15	16
Susd4	77	40	22	20	23	32
Tlr5	0	0	0	0	1	0
Disp1	46	33	10	17	14	18
Brox	157	97	64	51	63	57
Aida	185	120	81	66	68	62
Mia3	401	286	120	143	145	164
Taf1a	98	51	31	24	37	34
Gm37986	3	6	2	2	5	3
Dusp10	28	19	7	3	6	4
X1700056E22Rik	7	9	1	3	3	2
Hlx	0	3	0	0	0	0
Marc1	0	1	0	3	0	0
Marc2	678	446	190	236	253	246
C130074G19Rik	16	12	6	9	8	5
Mark1	41	37	19	15	19	24
Gm37662	1	0	1	0	2	0
Rab3gap2	110	73	27	38	44	37
Iars2	370	242	126	123	124	157
Bpnt1	325	226	116	101	156	133
X4930532G15Rik	24	10	14	7	9	8
Eprs	4813	2980	1341	1431	1440	1628
Slc30a10	3	5	1	2	3	0
Lyplal1	113	68	37	30	45	34
Tgfb2	19	17	10	7	10	10
Rrp15	1539	933	461	448	560	564
A430105J06Rik	14	4	6	0	3	3
X1700023G09Rik	2	0	0	1	0	1
D1Pas1	15	14	4	4	8	5
Spata17	3	3	1	0	1	0
Gpatch2	190	142	70	72	74	83
Esrrg	0	0	1	0	0	0
Kctd3	432	266	145	169	137	154
Kcnk2	4	3	4	1	3	1
A430027H14Rik	0	0	0	0	0	0
Cenpf	4505	2977	1468	1569	1630	1674
Ptpn14	125	77	37	37	42	44
Gm26574	0	0	0	0	0	0
Gm37422	4	4	0	0	1	0
Smyd2	413	288	104	121	148	153
Prox1	8	3	1	2	3	6
Prox1os	1	0	0	0	0	0
Rps6kc1	49	23	13	12	12	20
Angel2	259	170	98	96	99	104
Vash2	19	12	6	6	10	6
Flvcr1	40	24	12	18	17	16
A230020J21Rik	1	2	2	2	1	0
Spata45	10	4	3	2	7	5
Tatdn3	48	39	14	11	30	21
Nsl1	89	68	32	37	37	44
Batf3	15	4	7	7	8	6
Fam71a	1	0	0	0	0	0
Atf3	121	89	42	52	39	41
D730003I15Rik	29	17	11	11	12	11
Nenf	381	244	111	140	142	130
Tmem206	27	17	11	4	9	5
Ppp2r5a	355	215	109	90	122	116
Gm32200	2	0	1	0	0	0
Dtl	904	700	300	298	354	356
Ints7	268	163	90	112	88	85
Lpgat1	194	116	63	60	67	88
Gm38037	19	16	7	4	9	10
Nek2	396	224	115	112	123	147
X1700034H15Rik	2	0	1	1	0	0
Slc30a1	230	107	83	67	51	63
Gm26670	16	6	3	5	2	3
Traf5	10	8	4	3	2	3
Gm26879	2	3	2	2	2	1
Rcor3	60	43	20	17	20	25
Kcnh1	4	3	2	1	1	2
Hhat	8	5	3	2	0	4
Sertad4	40	19	8	7	10	10
Gm15867	1	0	0	0	1	1
Syt14	88	59	40	33	47	38
Diexf	176	108	64	50	73	55
Irf6	40	35	19	17	20	26
A130010J15Rik	61	31	22	29	20	28
Traf3ip3	1	1	0	0	0	0
Lamb3	4	3	4	0	2	3
Hsd11b1	7	1	3	0	1	1
G0s2	59	55	12	24	24	24
Camk1g	1	3	0	0	1	0
X4631405K08Rik	3	2	1	2	2	3
Plxna2	16	14	6	6	6	4
Cd34	10	7	3	3	2	5
Cd46	0	0	0	1	0	1
Cr1l	160	133	58	63	114	76
Cr2	1	1	1	0	0	0
Fam171a1	42	30	16	14	16	23
Nmt2	724	509	278	256	289	320
Rpp38	84	64	31	36	39	39
Acbd7	97	57	22	19	29	35
Meig1	10	13	7	12	13	8
Dclre1c	60	39	15	22	21	24
Suv39h2	361	242	111	104	133	141
Hspa14	1309	836	370	409	501	468
Gm45902	29	27	8	14	12	12
Cdnf	5	2	2	2	0	1
Fam107b	66	44	31	24	24	29
Frmd4a	41	34	18	17	16	19
Gm13179	3	0	1	0	1	1
Prpf18	225	152	66	74	95	88
Bend7	104	49	29	39	22	28
Sephs1	243	188	91	90	101	110
Phyh	166	95	69	63	76	72
Ucma	6	0	0	0	3	1
Mcm10	606	428	225	215	232	277
Optn	95	78	34	35	31	36
Gm26776	0	0	0	0	0	0
Ccdc3	12	7	1	2	7	2
Camk1d	66	55	24	22	26	24
Cdc123	727	461	230	242	276	241
Nudt5	815	514	263	264	311	317
Gm13199	7	3	1	4	4	2
Sec61a2	260	188	97	93	83	110
Dhtkd1	57	30	19	21	22	20
Upf2	416	240	145	139	156	159
Proser2	46	35	22	14	20	19
Echdc3	9	5	2	10	2	5
Usp6nl	76	63	27	23	33	37
Celf2	117	76	41	28	36	44
Gata3	32	30	14	13	10	13
Taf3	540	334	202	192	211	221
Atp5c1	4632	3166	1587	1661	1885	1930
Kin	486	292	143	126	182	170
Itih2	2	0	0	0	1	0
Itih5	9	6	3	3	2	3
Sfmbt2	282	169	81	87	107	118
Prkcq	7	5	1	2	1	1
Pfkfb3	121	93	36	46	46	56
Rbm17	1598	1040	554	538	607	621
Il15ra	2	2	2	1	0	0
Fbxo18	151	96	54	51	48	51
Ankrd16	83	60	34	35	22	37
Itga8	1	1	3	1	0	0
Mindy3	252	155	74	82	89	112
Pter	36	30	15	10	16	18
C1ql3	3	3	2	3	1	1
Rsu1	366	230	108	109	120	147
Cubn	3	3	1	2	4	4
Trdmt1	41	19	11	14	10	14
Vim	832	531	286	306	337	339
St8sia6	22	20	8	6	9	12
Hacd1	219	127	70	72	73	77
Stam	191	143	75	83	81	88
Mrc1	10	6	2	2	4	5
Cacnb2	3	2	4	4	1	1
Gm10848	0	0	1	0	0	0
Gm13269	1	0	0	0	0	0
Nsun6	71	52	21	19	26	29
Arl5b	153	99	53	53	57	75
Malrd1	0	0	1	0	0	0
Plxdc2	37	20	9	14	9	14
Nebl	18	19	9	7	7	9
A930004D18Rik	31	13	13	4	11	14
Skida1	8	9	2	1	5	10
Mllt10	640	500	211	210	279	241
Dnajc1	313	195	107	87	116	120
Commd3	314	207	80	102	114	105
Bmi1	25	18	13	16	9	11
Pip4k2a	85	52	28	33	22	28
Armc3	0	0	1	0	1	0
Msrb2	294	161	88	83	103	98
Otud1	133	70	44	38	39	54
Etl4	543	426	232	213	215	220
Arhgap21	356	207	134	104	119	136
Gm13375	5	4	2	5	3	2
Enkur	14	9	5	7	15	6
Thnsl1	84	64	29	32	33	34
Gad2	21	18	9	4	3	8
Apbb1ip	2	2	0	0	1	0
Pdss1	160	93	48	46	64	57
Abi1	252	161	79	74	104	76
Acbd5	275	168	105	114	119	124
Mastl	230	166	83	78	110	97
Yme1l1	1001	668	291	347	361	326
X4931423N10Rik	2	4	1	0	1	0
Spopl	107	58	33	39	34	48
Hnmt	7	3	2	3	6	4
Il1rn	1	0	0	0	0	0
Psd4	1	4	1	3	4	2
Pax8	4	6	0	2	2	5
Cacna1b	19	18	5	12	8	4
Ehmt1	574	427	215	230	244	253
Arrdc1	38	40	20	28	23	32
Zmynd19	719	398	204	224	223	222
Dph7	70	72	25	31	26	23
Mrpl41	832	485	237	247	299	258
Pnpla7	58	44	31	23	22	21
Nsmf	20	6	5	4	7	7
Noxa1	0	0	0	0	1	0
Nrarp	86	48	17	18	28	23
Gm38287	2	0	0	0	0	3
Tor4a	4	0	0	3	2	3
Nelfb	337	198	93	106	122	119
Stpg3	5	3	0	2	0	2
Tubb4b	6955	4590	2295	2363	3194	2968
Slc34a3	26	25	10	15	15	16
Cysrt1	1	5	5	0	4	3
Rnf208	42	39	9	18	21	12
Ndor1	37	19	9	16	5	10
Tmem203	149	113	54	63	67	58
Tprn	155	76	51	56	44	52
Ssna1	690	462	224	226	315	269
Anapc2	324	202	100	94	108	127
Lrrc26	0	0	0	0	0	1
Grin1	38	22	17	19	8	11
AA543186	3	1	3	1	1	2
Man1b1	88	52	31	27	34	49
Dpp7	75	43	31	33	40	31
Uap1l1	321	212	118	134	158	129
Sapcd2	193	152	87	63	101	82
Entpd2	14	16	14	4	3	8
Npdc1	124	95	49	40	56	49
Abca2	33	21	12	18	19	19
Paxx	27	14	12	5	17	14
Clic3	3	1	2	1	2	3
Ptgds	30	17	14	12	10	11
C8g	34	14	8	19	10	7
Fbxw5	62	39	21	26	19	19
Traf2	62	49	28	19	31	24
Edf1	2918	1760	937	959	1163	1008
Phpt1	71	55	28	43	40	41
Gm996	1	1	0	0	0	0
Rabl6	442	313	153	155	172	181
Tmem141	80	51	27	28	35	22
Bmyc	281	198	78	103	103	93
Kcnt1	3	5	4	0	0	0
Camsap1	409	259	113	120	153	171
Ubac1	698	406	258	220	263	260
Nacc2	61	47	17	21	21	23
Tmem250.ps	43	32	15	18	24	20
Qsox2	129	89	40	41	50	38
Ccdc187	6	3	1	4	2	3
Gpsm1	39	20	15	17	19	19
Dnlz	414	246	107	148	168	166
Card9	3	0	3	0	2	3
Snapc4	85	80	38	53	37	45
Gm13563	1	2	1	0	0	1
Sdccag3	240	157	94	73	91	102
Pmpca	564	403	205	199	249	225
Inpp5e	27	18	10	11	13	10
Sec16a	225	168	76	110	67	99
Notch1	294	195	91	125	105	115
Egfl7	538	402	199	207	246	211
Agpat2	223	139	84	86	85	103
Fam69b	120	92	45	43	41	41
Snhg7os	1	0	1	0	0	0
Abo	17	13	2	6	5	5
Surf6	264	180	101	93	100	132
Med22	176	134	82	76	86	75
Rpl7a	4260	2095	693	643	662	651
Surf1	211	127	60	69	80	86
Surf2	434	286	140	117	138	174
Surf4	540	331	166	198	202	228
Rexo4	255	192	83	94	107	122
Cacfd1	52	51	20	13	19	24
Slc2a6	2	0	2	0	0	0
Gm13398	1	1	0	1	1	0
Fam163b	4	2	1	2	0	1
Sardh	0	0	0	0	0	0
Vav2	57	30	13	20	19	25
Brd3os	8	4	4	4	4	6
Brd3	977	610	320	357	353	386
Wdr5	668	478	203	253	260	283
Rxra	57	35	21	17	17	20
Col5a1	23	13	9	10	6	5
Olfm1	50	34	16	19	31	15
Ppp1r26	8	8	2	5	1	3
X1700007K13Rik	225	167	119	102	141	89
Mrps2	272	169	102	77	101	113
Ralgds	166	109	53	58	63	58
Cel	1	0	1	0	0	0
Gtf3c5	92	68	42	45	50	49
Gfi1b	0	1	1	0	2	0
Tsc1	238	201	86	88	89	105
Spaca9	29	23	8	14	15	12
Ak8	12	7	2	5	6	7
Gtf3c4	260	150	85	94	77	89
Ddx31	94	62	26	29	37	36
Barhl1	1	3	0	0	0	0
Cfap77	20	12	5	3	2	4
Ttf1	248	194	113	107	105	110
Setx	1252	779	445	426	405	431
Ntng2	0	0	1	0	0	0
Med27	136	88	59	60	63	70
Rapgef1	140	92	51	61	54	53
Trub2	316	157	96	102	106	117
Coq4	184	121	70	78	82	80
Slc27a4	61	39	15	17	12	25
Urm1	346	239	149	142	192	184
X2600006K01Rik	15	8	2	7	6	7
Cercam	57	42	29	27	23	23
Odf2	968	725	362	388	423	426
Gle1	569	354	153	172	171	194
Sptan1	1285	986	479	459	463	515
Wdr34	318	224	106	97	122	120
Set	16736	10788	5435	5445	6201	6265
Pkn3	58	41	26	26	24	30
Zdhhc12	578	359	177	216	247	230
Zer1	92	70	35	43	41	34
Tbc1d13	165	137	102	82	90	117
Endog	760	484	247	274	320	318
Spout1	284	189	126	97	133	114
Kyat1	45	37	18	7	11	17
X1700084E18Rik	6	4	2	1	2	5
Lrrc8a	86	53	21	25	27	27
Dolk	44	43	20	22	28	25
Nup188	460	345	159	145	181	166
Sh3glb2	218	188	79	83	103	102
Miga2	47	26	9	18	11	20
Dolpp1	123	94	56	49	67	43
Crat	40	38	8	14	12	12
Ptpa	322	226	89	103	111	127
Ier5l	314	160	108	107	105	94
Cstad	0	0	0	1	0	0
X1700001O22Rik	17	9	1	2	3	2
Ntmt1	284	178	87	92	131	111
Asb6	152	94	45	49	71	71
Prrx2	37	21	17	22	22	16
Ptges	23	14	10	17	8	13
Tor1b	154	114	52	54	81	59
Tor1a	377	249	112	130	161	140
BC005624	564	376	202	225	239	232
Usp20	38	26	16	21	12	20
Fnbp1	234	203	91	85	100	105
Gpr107	315	181	93	123	110	119
Ncs1	56	42	19	18	22	19
Hmcn2	14	5	6	7	4	7
Ass1	748	463	302	307	369	353
Fubp3	583	343	218	189	214	215
Exosc2	331	191	97	111	122	115
Abl1	182	106	57	46	64	69
Fibcd1	4	3	1	0	1	1
Lamc3	0	0	0	0	0	1
Aif1l	139	79	35	37	58	43
Nup214	562	366	175	183	189	201
Fam78a	9	5	1	7	6	3
Plpp7	8	9	3	3	4	5
Prrc2b	582	482	196	234	207	255
Gm13610	4	2	1	2	0	0
Pomt1	59	58	24	27	19	22
Uck1	135	82	38	42	54	68
Swi5	3067	1957	1151	1104	1361	1323
Golga2	104	72	31	34	30	33
Dnm1	36	21	9	7	17	11
Ciz1	93	55	32	32	38	32
X1110008P14Rik	745	512	253	267	303	311
Ptges2	163	108	71	84	86	92
Slc25a25	65	58	32	21	30	38
Naif1	16	7	2	4	2	5
Fam102a	49	39	14	17	21	44
Dpm2	282	145	118	82	141	102
X9430097D07Rik	0	1	0	1	0	0
Pip5kl1	15	10	2	4	6	7
St6galnac4	56	37	21	18	20	20
St6galnac6	55	48	29	20	27	27
Ak1	159	100	54	58	79	61
Eng	77	44	28	23	32	27
Fpgs	284	195	81	107	120	126
Cdk9	757	464	258	251	291	304
Sh2d3c	34	18	10	15	12	13
X6330409D20Rik	1	2	0	0	0	0
Ttc16	2	3	2	1	5	0
Tor2a	374	209	101	114	150	124
Ptrh1	40	28	11	8	18	21
Cfap157	11	4	0	0	5	3
Stxbp1	74	50	23	21	25	29
Fam129b	72	48	24	35	29	22
Lrsam1	41	27	10	16	21	14
Rpl12	52139	34463	17818	18693	20040	19694
Slc2a8	118	87	51	48	48	37
Garnl3	55	35	12	16	17	24
Ralgps1	59	44	22	12	14	15
Angptl2	1	2	4	2	3	2
Zbtb34	57	34	16	16	27	19
Zbtb43	249	156	72	77	88	82
Lmx1b	18	15	8	6	7	6
C130021I20Rik	1	4	1	0	0	2
Mvb12b	56	27	26	24	35	20
C230014O12Rik	3	1	0	0	0	1
Pbx3	137	84	32	36	39	50
Mapkap1	393	246	124	132	132	131
Gapvd1	800	459	243	229	247	285
Hspa5	4787	2872	1562	1610	1570	1642
Rabepk	181	161	78	89	102	90
Fbxw2	512	355	139	182	203	222
Gm34653	7	5	2	0	0	1
Psmd5	590	368	189	197	231	216
Cutal	1	0	0	0	1	0
Phf19	54	38	30	34	35	34
Traf1	7	8	7	2	6	3
Cntrl	314	231	137	108	128	141
Rab14	1356	902	462	463	554	586
Gsn	60	35	24	20	19	25
Stom	32	14	9	17	10	23
Ggta1	41	36	12	18	15	28
Dab2ip	179	111	70	61	72	68
Ttll11	0	1	0	0	0	0
Ndufa8	1769	1044	514	534	614	592
Morn5	0	0	0	0	2	3
Lhx6	5	1	2	3	3	0
Rbm18	253	142	71	82	63	83
Mrrf	199	154	60	59	84	91
Gm13431	0	0	0	0	0	0
Ptgs1	2	5	2	2	2	1
Pdcl	337	187	97	97	142	126
Rc3h2	367	253	140	151	147	174
Zbtb6	68	67	28	19	26	27
Zbtb26	77	42	27	28	26	24
Rabgap1	318	240	129	131	141	156
Strbp	713	445	256	223	258	254
Gpr21	11	3	2	5	10	2
Crb2	5	1	2	2	0	1
Dennd1a	66	47	20	22	22	20
Lhx2	12	4	2	5	3	3
Nek6	122	74	39	34	36	33
Psmb7	2433	1554	814	896	992	1004
Nr6a1	335	241	111	111	133	152
Nr6a1os	2	0	2	2	0	1
Olfml2a	4	2	2	1	0	1
Gm13496	1	1	3	0	0	1
Wdr38	20	14	2	4	6	10
Rpl35	4728	2871	1163	1204	1111	1140
Arpc5l	1225	705	365	388	477	426
Golga1	47	41	26	28	25	30
Scai	68	49	24	28	15	31
Ppp6c	352	205	98	97	134	127
Lrp1b	3	1	0	1	0	0
Kynu	0	0	0	0	0	0
Gtdc1	74	58	21	23	30	25
Zeb2	36	23	9	10	14	9
Zeb2os	0	0	0	0	0	0
Acvr2a	104	64	23	31	27	37
Orc4	440	327	155	159	164	196
Mbd5	56	42	22	11	21	22
Epc2	521	311	174	169	172	215
Kif5c	213	125	57	75	58	63
Lypd6b	3	5	2	0	3	2
Lypd6	8	11	8	6	5	4
Mmadhc	578	383	193	173	240	206
Gm13483	2	0	0	0	0	0
Rnd3	138	74	54	42	53	50
X1700057H21Rik	6	6	3	0	0	0
Rbm43	43	35	15	18	13	15
Nmi	89	63	21	21	36	32
Tnfaip6	11	3	4	1	3	0
Rif1	5784	3881	2235	2189	2071	2246
Neb	64	40	25	24	20	13
Gm13522	13	6	4	5	2	2
Arl5a	365	237	130	104	134	156
Cacnb4	6	3	2	3	1	2
Stam2	288	194	95	95	107	97
Fmnl2	134	78	46	44	34	58
Prpf40a	2935	1881	919	990	1034	1094
Arl6ip6	593	417	197	205	227	192
Rprm	27	15	9	10	11	9
Galnt13	0	0	0	0	0	1
Kcnj3	0	0	0	0	0	0
Nr4a2	11	12	5	5	4	5
Gpd2	276	184	88	92	116	113
Ermn	3	0	0	0	1	0
Gm13546	2	1	3	0	0	2
Acvr1c	0	0	0	0	0	0
Acvr1	50	39	14	16	13	13
Upp2	7	4	2	3	2	2
Ccdc148	9	7	3	8	9	8
Pkp4	443	268	164	156	164	181
Dapl1	2	1	1	2	2	1
Tanc1	343	256	85	115	107	146
Wdsub1	94	55	21	29	26	27
Baz2b	639	497	202	194	261	269
Gm13620	7	5	0	0	2	0
March7	1523	944	465	455	510	523
Cd302	70	38	14	17	19	26
Ly75	114	115	32	34	46	43
Gm13571	0	0	0	0	0	0
Gm13580	33	36	13	14	20	22
Pla2r1	7	4	3	3	5	3
Itgb6	3	0	0	0	0	1
Rbms1	295	192	72	97	107	90
Tank	70	41	21	24	20	22
Psmd14	1888	1206	563	620	660	654
Tbr1	3	4	1	2	2	0
Dpp4	89	58	16	22	27	38
Fap	1	0	0	0	0	0
Ifih1	4	3	1	3	3	1
Gca	136	96	53	49	58	66
Kcnh7	0	2	0	0	0	0
Fign	42	30	10	17	13	8
Grb14	15	13	9	12	10	7
Cobll1	7	7	4	4	3	6
Gm13594	1	1	0	0	0	0
Scn3a	11	7	4	6	2	5
Scn2a	2	1	1	1	0	1
Csrnp3	37	35	10	11	17	28
Galnt3	23	6	2	10	5	8
Ttc21b	111	73	46	31	25	37
Scn1a	1	1	0	1	0	0
Scn9a	3	1	0	0	0	0
Scn7a	2	2	0	0	0	2
B3galt1	9	7	7	5	3	5
Stk39	98	54	32	45	26	34
Cers6	165	107	49	58	35	61
Nostrin	2	2	0	1	2	0
Spc25	583	396	210	195	245	227
Lrp2	48	34	17	16	19	11
Bbs5	56	39	21	17	41	29
Klhl41	2	1	0	1	1	0
Fastkd1	118	71	40	27	37	57
Ppig	2540	1632	873	937	1082	1130
Ccdc173	43	31	16	19	18	16
Phospho2	104	81	30	27	36	53
Klhl23	37	24	5	8	9	11
Ssb	4855	3119	1609	1559	1821	1833
Mettl5	572	309	151	148	182	181
Mettl5os	9	8	5	9	6	4
Ubr3	347	190	105	90	103	128
Sp5	241	164	35	52	52	57
Gad1os	0	0	1	0	1	0
Erich2os	0	0	0	0	0	0
Erich2	6	5	5	0	0	2
Gad1	58	40	17	17	31	35
Gm26558	0	0	0	0	0	0
Gorasp2	651	335	204	190	250	248
Tlk1	564	330	198	180	208	179
Mettl8	71	53	24	30	27	25
Dcaf17	408	268	129	127	138	137
Cybrd1	2	3	1	1	1	0
Dync1i2	717	608	277	295	326	360
Slc25a12	67	65	27	42	26	30
Hat1	4163	2577	1213	1325	1662	1574
Metap1d	104	72	32	44	42	51
Dlx1	3	0	1	2	0	0
Dlx2	9	1	1	1	1	0
Platr26	45	30	31	29	23	31
Itga6	503	328	174	184	178	179
Pdk1	952	634	309	309	329	349
Rapgef4	2	2	1	1	1	1
Map3k20	84	52	37	24	32	32
Cdca7	733	587	298	316	307	334
X6430710C18Rik	3	0	2	0	0	0
Sp3	493	273	177	171	178	184
Sp3os	219	166	84	85	83	97
Ola1	2275	1272	748	723	764	809
Sp9	25	9	3	5	3	5
Cir1	507	355	180	209	240	241
Scrn3	155	104	55	51	49	42
Gpr155	6	3	5	3	5	0
Wipf1	32	17	4	12	10	7
Chrna1	3	1	1	0	0	0
Chrna1os	5	0	2	3	1	2
Chn1	164	116	55	55	55	48
Atf2	564	343	170	181	216	202
Atp5g3	3606	2184	1107	1149	1328	1330
Lnpk	204	155	77	78	74	86
Hoxd13	2	0	1	3	1	0
Hoxd11	2	1	1	0	1	0
Hoxd10	0	0	0	0	1	0
Hoxd9	0	2	2	4	2	1
Hoxd3os1	0	0	0	0	1	0
Hoxd8	5	1	1	0	1	1
Hoxd3	0	0	0	0	0	0
Hoxd1	0	1	3	1	0	1
Mtx2	795	495	241	256	287	293
Hnrnpa3	3288	2101	1199	1136	1219	1291
Nfe2l2	507	364	168	192	187	182
Agps	355	245	130	132	110	132
Ttc30b	8	2	8	1	1	1
Ttc30a1	20	16	6	4	6	7
Pde11a	1	0	2	1	1	2
Cyct	1933	1217	502	543	696	650
Rbm45	85	45	17	27	41	43
Osbpl6	94	47	23	16	22	24
Prkra	222	121	65	70	94	69
Fkbp7	11	5	8	2	5	9
Plekha3	189	125	58	72	89	66
Ttn	113	62	44	52	52	56
